name,rank,matches,wins,losses,draws,year
Zack Ryder,67,61,8,53,0,2014
Drew McIntyre,68,59,1,56,2,2014
Jason Jordan,69,59,19,40,0,2014
Aksana,70,58,5,53,0,2014
Justin Gabriel,71,57,3,53,1,2014
Bull Dempsey,72,55,35,20,0,2014
Jinder Mahal,73,55,1,52,2,2014
Tye Dillinger,74,55,16,39,0,2014
El Torito,75,54,49,5,0,2014
Daniel Bryan,76,53,35,16,2,2014
Damien Mizdow,77,50,11,39,0,2014
Wesley Blake,78,49,10,39,0,2014
Becky Lynch,79,48,27,21,0,2014
The Great Khali,80,46,40,6,0,2014
Dash Wilder,81,44,11,33,0,2014
Alexa Bliss,82,43,24,19,0,2014
Tamina Snuka,83,42,6,36,0,2014
Scott Dawson,84,41,12,29,0,2014
Alexander Rusev,85,40,37,2,1,2014
Hornswoggle,86,40,3,37,0,2014
Sawyer Fulton,87,40,5,35,0,2014
Enzo Amore,88,39,29,9,1,2014
Eva Marie,89,38,22,15,1,2014
Rosa Mendes,90,37,2,34,1,2014
Angelo Dawkins,91,35,12,23,0,2014
Buddy Murphy,92,35,7,28,0,2014
Marcus Louis,93,35,16,18,1,2014
Mojo Rawley,94,35,25,10,0,2014
Darren Young,95,34,26,8,0,2014
Sylvester Lefort,96,34,8,25,1,2014
Batista,97,32,15,13,4,2014
Chris Jericho,98,32,26,5,1,2014
Solomon Crowe,99,31,10,21,0,2014
Antonio Cesaro,100,29,5,24,0,2014
Dean Ambrose,1,218,150,63,5,2015
Roman Reigns,2,213,187,19,7,2015
Cesaro,3,187,117,69,1,2015
Big E,4,183,96,86,1,2015
Luke Harper,5,180,55,122,3,2015
Kofi Kingston,6,177,86,90,1,2015
Seth Rollins,7,176,51,124,1,2015
Ryback,8,174,138,34,2,2015
Dolph Ziggler,9,169,115,52,2,2015
Sin Cara,10,166,115,50,1,2015
Bray Wyatt,11,163,28,133,2,2015
Kalisto,12,163,107,54,2,2015
Viktor,13,162,19,143,0,2015
Konnor,14,160,19,141,0,2015
Bo Dallas,15,157,15,141,1,2015
Neville,16,154,116,38,0,2015
Titus O'Neil,17,153,92,61,0,2015
Kevin Owens,18,152,63,85,4,2015
Adam Rose,19,151,8,142,1,2015
Sasha Banks,20,151,62,87,2,2015
Tyler Breeze,21,151,44,105,2,2015
Rusev,22,149,52,93,4,2015
Naomi,23,148,55,92,1,2015
Stardust,24,148,38,110,0,2015
Charlotte,25,146,108,35,3,2015
Fandango,26,145,69,75,1,2015
Sheamus,27,145,58,86,1,2015
R-Truth,28,139,94,44,1,2015
Darren Young,29,136,87,47,2,2015
John Cena,30,136,125,11,0,2015
Kane,31,136,44,92,0,2015
The Miz,32,133,17,115,1,2015
Zack Ryder,33,133,88,45,0,2015
Heath Slater,34,132,1,131,0,2015
Paige,35,132,68,62,2,2015
Becky Lynch,36,131,71,59,1,2015
Jack Swagger,37,130,65,65,0,2015
Curtis Axel,38,128,58,68,2,2015
The Big Show,39,125,30,94,1,2015
Emma,40,124,62,62,0,2015
Finn Balor,41,123,103,20,0,2015
Jimmy Uso,42,121,82,36,3,2015
Bayley,43,119,99,19,1,2015
Fernando,44,117,30,87,0,2015
Baron Corbin,45,115,61,54,0,2015
Diego,46,115,29,86,0,2015
Xavier Woods,47,113,53,59,1,2015
Nikki Bella,48,111,68,43,0,2015
Alicia Fox,49,110,36,74,0,2015
Natalya,50,100,82,18,0,2015
Brie Bella,51,99,41,58,0,2015
Erick Rowan,52,98,53,44,1,2015
Simon Gotch,53,98,57,41,0,2015
Aiden English,54,97,57,40,0,2015
Bull Dempsey,55,96,62,34,0,2015
Scott Dawson,56,96,38,58,0,2015
Dash Wilder,57,95,38,57,0,2015
Colin Cassady,58,93,69,24,0,2015
Tye Dillinger,59,93,24,66,3,2015
Randy Orton,60,92,81,10,1,2015
Tyson Kidd,61,89,39,49,1,2015
Jason Jordan,62,88,28,59,1,2015
King Barrett,63,87,22,65,0,2015
Enzo Amore,64,86,67,19,0,2015
Blake,65,85,34,51,0,2015
Murphy,66,85,35,50,0,2015
Solomon Crowe,67,84,46,37,1,2015
Chad Gable,68,81,26,55,0,2015
Bad News Barrett,69,74,20,54,0,2015
Carmella,70,70,36,33,1,2015
D-Von Dudley,71,66,36,29,1,2015
Jey Uso,72,66,37,28,1,2015
Bubba Ray Dudley,73,65,36,28,1,2015
Goldust,74,62,22,40,0,2015
Damien Sandow,75,61,50,9,2,2015
Summer Rae,76,61,11,50,0,2015
Cameron,77,59,7,52,0,2015
Dana Brooke,78,58,18,39,1,2015
Daniel Bryan,79,58,51,7,0,2015
Braun Strowman,80,57,30,26,1,2015
Alexa Bliss,81,56,19,37,0,2015
Angelo Dawkins,82,56,11,45,0,2015
Mojo Rawley,83,52,41,11,0,2015
Elias Samson,84,51,12,38,1,2015
Apollo Crews,85,50,42,8,0,2015
Tamina,86,50,7,43,0,2015
Samoa Joe,87,48,36,11,1,2015
Sawyer Fulton,88,48,7,41,0,2015
Chris Jericho,89,46,42,4,0,2015
Damien Mizdow,90,43,14,29,0,2015
Alberto Del Rio,91,41,26,13,2,2015
Mark Henry,92,41,17,23,1,2015
Hideo Itami,93,38,25,13,0,2015
Adrian Neville,94,34,14,20,0,2015
Sami Zayn,95,34,22,11,1,2015
Mike Rawlis,96,33,9,24,0,2015
Steve Cutler,97,31,8,22,1,2015
Marcus Louis,98,29,5,24,0,2015
Tucker Knight,99,28,3,24,1,2015
Brad Maddox,100,27,1,26,0,2015
Dean Ambrose,1,204,133,67,4,2016
Kevin Owens,2,193,61,130,2,2016
Tyler Breeze,3,182,17,163,2,2016
AJ Styles,4,176,108,68,0,2016
Sami Zayn,5,176,112,59,5,2016
Dolph Ziggler,6,172,114,56,2,2016
Zack Ryder,7,172,119,51,2,2016
Rusev,8,169,70,97,2,2016
Jey Uso,9,166,76,90,0,2016
Baron Corbin,10,165,103,59,3,2016
Sheamus,11,164,44,115,5,2016
Becky Lynch,12,161,102,54,5,2016
Roman Reigns,13,159,142,12,5,2016
Apollo Crews,14,155,125,30,0,2016
Jason Jordan,15,151,126,23,2,2016
Jimmy Uso,16,150,70,80,0,2016
Viktor,17,148,2,145,1,2016
Chad Gable,18,147,120,25,2,2016
The Miz,19,147,43,103,1,2016
Mojo Rawley,20,146,113,31,2,2016
Natalya,21,146,37,109,0,2016
Cesaro,22,143,78,62,3,2016
Jack Swagger,23,143,73,70,0,2016
Bayley,24,139,126,11,2,2016
Big E,25,139,107,31,1,2016
Fandango,26,135,24,111,0,2016
Kofi Kingston,27,135,95,39,1,2016
Kalisto,28,134,75,59,0,2016
Sasha Banks,29,134,101,28,5,2016
Bray Wyatt,30,133,24,107,2,2016
Sin Cara,31,133,69,62,2,2016
Aiden English,32,132,12,118,2,2016
Enzo Amore,33,130,79,48,3,2016
Charlotte,34,129,86,42,1,2016
Heath Slater,35,126,62,64,0,2016
Alexa Bliss,36,125,35,90,0,2016
Curtis Axel,37,125,11,114,0,2016
Simon Gotch,38,123,11,111,1,2016
Bo Dallas,39,122,17,104,1,2016
Carmella,40,122,59,62,1,2016
Goldust,41,122,96,26,0,2016
Karl Anderson,42,122,31,89,2,2016
Braun Strowman,43,121,65,54,2,2016
Titus O'Neil,44,121,47,73,1,2016
Kane,45,118,103,15,0,2016
R-Truth,46,118,96,21,1,2016
Seth Rollins,47,118,39,75,4,2016
Asuka,48,117,112,3,2,2016
Chris Jericho,49,115,38,77,0,2016
Konnor,50,113,2,110,1,2016
Luke Gallows,51,113,27,84,2,2016
Nia Jax,52,110,37,72,1,2016
Xavier Woods,53,110,83,26,1,2016
Darren Young,54,104,74,28,2,2016
Neville,55,104,78,26,0,2016
Big Cass,56,102,61,40,1,2016
Tye Dillinger,57,102,60,41,1,2016
Dash Wilder,58,101,34,64,3,2016
Scott Dawson,59,100,34,63,3,2016
D-Von Dudley,60,96,19,77,0,2016
Shinsuke Nakamura,61,96,90,4,2,2016
Samoa Joe,62,95,32,59,4,2016
Bubba Ray Dudley,63,93,21,72,0,2016
Alberto Del Rio,64,91,24,65,2,2016
Peyton Royce,65,89,20,67,2,2016
Erick Rowan,66,87,14,72,1,2016
Alexander Wolfe,67,86,37,49,0,2016
Dana Brooke,68,85,11,74,0,2016
Liv Morgan,69,85,42,43,0,2016
Naomi,70,84,41,43,0,2016
Angelo Dawkins,71,83,21,62,0,2016
Billie Kay,72,79,27,50,2,2016
Aliyah,73,78,26,51,1,2016
Patrick Clark,74,78,26,52,0,2016
Elias Samson,75,77,29,48,0,2016
The Big Show,76,77,60,16,1,2016
No Way Jose,77,76,56,19,1,2016
Alicia Fox,78,75,49,25,1,2016
Daria Berenato,79,74,27,47,0,2016
Epico,80,74,21,52,1,2016
Primo,81,74,19,54,1,2016
Riddick Moss,82,74,18,55,1,2016
Tino Sabbatelli,83,74,24,50,0,2016
Stardust,84,73,5,66,2,2016
Tucker Knight,85,73,28,45,0,2016
Finn Balor,86,72,60,11,1,2016
Luke Harper,87,72,20,51,1,2016
Sawyer Fulton,88,71,28,42,1,2016
Mandy Rose,89,68,13,54,1,2016
Andrade Almas,90,63,40,23,0,2016
Rhyno,91,63,50,13,0,2016
Austin Aries,92,61,37,23,1,2016
Rich Swann,93,61,41,19,1,2016
Randy Orton,94,60,39,21,0,2016
Ryback,95,55,37,17,1,2016
Bobby Roode,96,54,25,28,1,2016
Summer Rae,97,54,12,42,0,2016
Wesley Blake,98,53,7,45,1,2016
Ember Moon,99,51,36,15,0,2016
John Cena,100,50,29,21,0,2016
AJ Styles,1,175,109,65,1,2017
Jinder Mahal,2,172,60,111,1,2017
Baron Corbin,3,167,57,110,0,2017
Dean Ambrose,4,166,138,27,1,2017
Cesaro,5,164,59,103,2,2017
Sami Zayn,6,164,62,101,1,2017
Sheamus,7,164,59,103,2,2017
Shinsuke Nakamura,8,160,120,40,0,2017
Jason Jordan,9,159,101,58,0,2017
Charlotte Flair,10,158,87,70,1,2017
Sasha Banks,11,155,108,43,4,2017
Natalya,12,149,27,120,2,2017
Kevin Owens,13,147,44,102,1,2017
Seth Rollins,14,147,124,22,1,2017
Alexa Bliss,15,143,59,82,2,2017
Nia Jax,16,142,21,119,2,2017
Roman Reigns,17,139,115,19,5,2017
Bray Wyatt,18,136,39,96,1,2017
Aiden English,19,135,16,119,0,2017
Fandango,20,135,43,91,1,2017
Tyler Breeze,21,135,43,91,1,2017
Becky Lynch,22,133,84,48,1,2017
Dolph Ziggler,23,131,22,109,0,2017
Jimmy Uso,24,131,83,48,0,2017
Karl Anderson,25,131,36,95,0,2017
Carmella,26,130,13,116,1,2017
Jey Uso,27,130,81,49,0,2017
Randy Orton,28,129,93,36,0,2017
Bayley,29,128,97,28,3,2017
Tye Dillinger,30,126,79,46,1,2017
Chad Gable,31,125,73,52,0,2017
Finn Balor,32,124,108,15,1,2017
Kalisto,33,124,73,51,0,2017
The Miz,34,124,37,85,2,2017
Curt Hawkins,35,123,0,123,0,2017
Braun Strowman,36,121,59,56,6,2017
Bobby Roode,37,120,75,45,0,2017
Enzo Amore,38,120,52,66,2,2017
Mojo Rawley,39,118,77,41,0,2017
Naomi,40,118,99,18,1,2017
Apollo Crews,41,117,71,46,0,2017
Rusev,42,116,29,87,0,2017
Luke Gallows,43,114,37,77,0,2017
Titus O'Neil,44,112,34,77,1,2017
Big E,45,111,36,74,1,2017
Rhyno,46,111,76,35,0,2017
Heath Slater,47,110,73,37,0,2017
Neville,48,110,90,20,0,2017
Samoa Joe,49,110,31,77,2,2017
Sin Cara,50,110,73,36,1,2017
Luke Harper,51,109,66,43,0,2017
Kofi Kingston,52,107,37,70,0,2017
Curtis Axel,53,106,26,78,2,2017
Goldust,54,106,67,37,2,2017
Andrade Almas,55,104,27,77,0,2017
Bo Dallas,56,104,4,98,2,2017
Kassius Ohno,57,103,67,36,0,2017
Konnor,58,103,12,91,0,2017
Viktor,59,103,12,91,0,2017
Roderick Strong,60,100,71,27,2,2017
Tamina,61,99,13,86,0,2017
Aleister Black,62,96,89,7,0,2017
Alexander Wolfe,63,96,47,43,6,2017
Killian Dain,64,94,46,44,4,2017
Asuka,65,91,89,0,2,2017
R-Truth,66,90,67,21,2,2017
Montez Ford,67,89,64,24,1,2017
Liv Morgan,68,88,49,38,1,2017
Mickie James,69,87,35,49,3,2017
Angelo Dawkins,70,86,62,23,1,2017
Matt Hardy,71,85,46,38,1,2017
Otis Dozovic,72,85,52,32,1,2017
Tucker Knight,73,85,52,32,1,2017
Ember Moon,74,83,63,19,1,2017
Big Cass,75,81,41,39,1,2017
No Way Jose,76,81,66,14,1,2017
Akira Tozawa,77,80,43,37,0,2017
Mandy Rose,78,80,24,55,1,2017
Riddick Moss,79,79,6,73,0,2017
Eric Young,80,78,35,38,5,2017
Johnny Gargano,81,78,57,20,1,2017
Erick Rowan,82,77,2,75,0,2017
Hideo Itami,83,76,40,34,2,2017
John Cena,84,76,53,23,0,2017
Ruby Riot,85,76,58,15,3,2017
Tony Nese,86,76,20,56,0,2017
Rich Swann,87,75,50,25,0,2017
Tino Sabbatelli,88,75,7,68,0,2017
Nikki Cross,89,72,31,39,2,2017
Drew McIntyre,90,71,64,6,1,2017
Epico Colon,91,71,5,66,0,2017
Sonya Deville,92,71,25,44,2,2017
Oney Lorcan,93,70,28,41,1,2017
Dana Brooke,94,69,31,38,0,2017
Peyton Royce,95,66,25,40,1,2017
Steve Cutler,96,66,12,54,0,2017
Alicia Fox,97,65,24,40,1,2017
Akam,98,64,41,21,2,2017
Ariya Daivari,99,64,11,53,0,2017
Kona Reeves,100,64,12,51,1,2017
Finn Balor,1,170,118,51,1,2018
Baron Corbin,2,159,34,124,1,2018
Seth Rollins,3,159,125,33,1,2018
Shinsuke Nakamura,4,153,84,65,4,2018
AJ Styles,5,149,131,14,4,2018
Rusev,6,149,64,85,0,2018
Asuka,7,146,126,19,1,2018
Jinder Mahal,8,146,30,116,0,2018
Cesaro,9,143,47,96,0,2018
Braun Strowman,10,142,110,29,3,2018
Dolph Ziggler,11,140,51,88,1,2018
Sheamus,12,140,46,94,0,2018
Bobby Roode,13,135,90,42,3,2018
Bayley,14,133,85,45,3,2018
Becky Lynch,15,133,99,32,2,2018
Charlotte Flair,16,131,84,42,5,2018
Sasha Banks,17,129,76,50,3,2018
Carmella,18,128,42,86,0,2018
Roman Reigns,19,128,111,15,2,2018
The Miz,20,126,24,102,0,2018
Big E,21,124,66,57,1,2018
Elias,22,122,37,84,1,2018
Ember Moon,23,122,93,28,1,2018
Naomi,24,121,91,30,0,2018
Kofi Kingston,25,119,61,55,3,2018
Jimmy Uso,26,118,62,54,2,2018
Bo Dallas,27,117,42,73,2,2018
Karl Anderson,28,117,64,52,1,2018
Jeff Hardy,29,116,67,49,0,2018
Scott Dawson,30,116,33,81,2,2018
Curtis Axel,31,115,43,70,2,2018
Dash Wilder,32,115,33,80,2,2018
Natalya,33,114,62,51,1,2018
Chad Gable,34,113,46,66,1,2018
Alexa Bliss,35,109,37,72,0,2018
Jey Uso,36,109,57,50,2,2018
Liv Morgan,37,109,10,98,1,2018
Shelton Benjamin,38,109,26,83,0,2018
Mojo Rawley,39,108,29,77,2,2018
Drew McIntyre,40,107,42,64,1,2018
Luke Gallows,41,107,54,52,1,2018
Andrade Almas,42,106,37,69,0,2018
Ruby Riott,43,104,15,85,4,2018
Samoa Joe,44,103,9,94,0,2018
Apollo Crews,45,102,56,45,1,2018
Bobby Lashley,46,102,70,31,1,2018
Lana,47,102,43,59,0,2018
Kevin Owens,48,101,11,88,2,2018
Roderick Strong,49,100,57,42,1,2018
The Velveteen Dream,50,100,35,64,1,2018
Titus O'Neil,51,98,46,51,1,2018
Kyle O'Reilly,52,94,55,39,0,2018
Adam Cole,53,93,49,44,0,2018
No Way Jose,54,93,58,35,0,2018
Sarah Logan,55,93,11,81,1,2018
Bray Wyatt,56,92,51,41,0,2018
Tyler Breeze,57,92,41,51,0,2018
Harper,58,91,70,21,0,2018
Kassius Ohno,59,91,46,43,2,2018
Nia Jax,60,91,46,45,0,2018
Shayna Baszler,61,91,65,25,1,2018
Matt Hardy,62,90,67,23,0,2018
Curt Hawkins,63,89,0,89,0,2018
Dakota Kai,64,87,54,33,0,2018
Kairi Sane,65,87,60,26,1,2018
Otis Dozovic,66,87,55,31,1,2018
Akam,67,86,53,32,1,2018
Rezar,68,85,53,31,1,2018
Nikki Cross,69,84,59,23,2,2018
Rhyno,70,84,21,61,2,2018
Tucker Knight,71,84,52,31,1,2018
Daniel Bryan,72,83,62,20,1,2018
Heath Slater,73,82,25,55,2,2018
Sonya Deville,74,82,5,77,0,2018
Ricochet,75,81,73,5,3,2018
Candice LeRae,76,79,50,29,0,2018
Mandy Rose,77,79,6,73,0,2018
Fabian Aichner,78,78,21,55,2,2018
Angelo Dawkins,79,77,50,26,1,2018
Cedric Alexander,80,77,63,14,0,2018
Raul Mendoza,81,77,25,51,1,2018
Wesley Blake,82,77,21,56,0,2018
Montez Ford,83,76,49,26,1,2018
Rowan,84,76,66,10,0,2018
Aiden English,85,74,6,68,0,2018
Kona Reeves,86,74,19,55,0,2018
Randy Orton,87,74,36,36,2,2018
Tye Dillinger,88,74,28,43,3,2018
Aleister Black,89,73,63,9,1,2018
Aliyah,90,72,16,56,0,2018
Shane Thorne,91,72,19,51,2,2018
Zack Ryder,92,72,48,24,0,2018
Danny Burch,93,71,45,25,1,2018
Nick Miller,94,70,19,49,2,2018
Mickie James,95,69,21,48,0,2018
Konnor,96,68,11,56,1,2018
Lars Sullivan,97,68,43,24,1,2018
Lacey Evans,98,67,26,41,0,2018
Oney Lorcan,99,67,42,24,1,2018
Sami Zayn,100,67,4,61,2,2018
Ricochet,1,158,111,45,2,2019
Scott Dawson,2,152,55,95,2,2019
Dash Wilder,3,150,55,93,2,2019
Seth Rollins,4,148,115,28,5,2019
Kofi Kingston,5,144,110,29,5,2019
Charlotte Flair,6,139,35,100,4,2019
Bayley,7,137,110,26,1,2019
Cesaro,8,136,24,111,1,2019
AJ Styles,9,134,59,72,3,2019
Becky Lynch,10,131,105,22,4,2019
Drew McIntyre,11,131,55,74,2,2019
Braun Strowman,12,121,104,15,2,2019
Shinsuke Nakamura,13,121,41,78,2,2019
Asuka,14,120,86,32,2,2019
Andrade,15,117,36,78,3,2019
Baron Corbin,16,115,22,93,0,2019
Lacey Evans,17,115,30,84,1,2019
Natalya,18,112,73,37,2,2019
Nikki Cross,19,108,59,47,2,2019
Karl Anderson,20,106,34,69,3,2019
Luke Gallows,21,104,34,67,3,2019
Big E,22,101,66,34,1,2019
Mandy Rose,23,99,12,83,4,2019
Roman Reigns,24,99,87,11,1,2019
Samoa Joe,25,98,38,58,2,2019
Matt Riddle,26,97,71,24,2,2019
Kairi Sane,27,96,59,35,2,2019
Bobby Lashley,28,94,28,62,4,2019
Aleister Black,29,91,79,11,1,2019
Daniel Bryan,30,90,48,40,2,2019
Angelo Dawkins,31,88,58,29,1,2019
Curt Hawkins,32,88,32,56,0,2019
Erik,33,88,65,21,2,2019
Montez Ford,34,88,58,29,1,2019
Ivar,35,87,64,21,2,2019
Zack Ryder,36,87,34,53,0,2019
Finn Balor,37,85,65,17,3,2019
Steve Cutler,38,83,29,54,0,2019
Sonya Deville,39,81,10,70,1,2019
Keith Lee,40,79,47,29,3,2019
Randy Orton,41,79,18,58,3,2019
Shayna Baszler,42,79,59,20,0,2019
Kevin Owens,43,78,38,38,2,2019
Velveteen Dream,44,78,73,5,0,2019
Dana Brooke,45,77,34,43,0,2019
Wesley Blake,46,77,27,50,0,2019
Ali,47,76,28,47,1,2019
Lince Dorado,48,75,41,32,2,2019
Riddick Moss,49,75,23,52,0,2019
Mia Yim,50,74,44,29,1,2019
Roderick Strong,51,74,29,45,0,2019
Sarah Logan,52,74,6,68,0,2019
Carmella,53,73,47,24,2,2019
Danny Burch,54,73,43,30,0,2019
Humberto Carrillo,55,73,41,31,1,2019
Sasha Banks,56,73,47,25,1,2019
Bianca Belair,57,72,49,20,3,2019
Cedric Alexander,58,72,36,36,0,2019
Oney Lorcan,59,72,43,29,0,2019
Adam Cole,60,71,36,35,0,2019
EC3,61,71,22,47,2,2019
Gran Metalik,62,71,34,36,1,2019
Jey Uso,63,71,39,32,0,2019
Xavier Woods,64,71,51,20,0,2019
Dolph Ziggler,65,70,10,59,1,2019
The Miz,66,70,32,36,2,2019
Io Shirai,67,69,45,20,4,2019
Jimmy Uso,68,69,37,32,0,2019
Alexa Bliss,69,68,26,41,1,2019
Apollo Crews,70,68,39,29,0,2019
Chad Gable,71,68,35,33,0,2019
Otis,72,68,49,16,3,2019
Rusev,73,68,26,40,2,2019
Elias,74,67,12,55,0,2019
Kalisto,75,67,37,30,0,2019
Peyton Royce,76,67,28,39,0,2019
Tucker,77,67,48,16,3,2019
Tyler Breeze,78,67,46,21,0,2019
Vanessa Borne,79,66,21,43,2,2019
Billie Kay,80,65,26,39,0,2019
Mojo Rawley,81,65,23,42,0,2019
Robert Roode,82,65,21,44,0,2019
Kona Reeves,83,64,11,53,0,2019
Raul Mendoza,84,63,31,31,1,2019
Aliyah,85,62,18,42,2,2019
Buddy Murphy,86,62,22,40,0,2019
Fabian Aichner,87,62,23,37,2,2019
R-Truth,88,62,37,24,1,2019
Kassius Ohno,89,61,28,33,0,2019
Sami Zayn,90,61,4,57,0,2019
Marcel Barthel,91,60,23,35,2,2019
Dominik Dijakovic,92,59,36,21,2,2019
Rhea Ripley,93,59,34,21,4,2019
Reina Gonzalez,94,58,27,30,1,2019
Kyle O'Reilly,95,57,22,35,0,2019
Naomi,96,57,36,19,2,2019
Shane Thorne,97,56,19,37,0,2019
Bobby Fish,98,55,25,29,1,2019
Denzel Dejournette,99,55,11,44,0,2019
Deonna Purrazzo,100,55,14,41,0,2019
Asuka,1,46,19,25,2,2020
Angel Garza,2,45,25,20,0,2020
Aleister Black,3,41,33,8,0,2020
Bayley,4,41,29,12,0,2020
Seth Rollins,5,41,16,24,1,2020
Andrade,6,37,18,18,1,2020
Drew McIntyre,7,37,35,1,1,2020
King Corbin,8,36,4,31,1,2020
Ricochet,9,35,18,17,0,2020
The Miz,10,35,9,25,1,2020
Big E,11,34,19,13,2,2020
Cameron Grimes,12,33,15,18,0,2020
Danny Burch,13,33,16,17,0,2020
Matt Riddle,14,33,29,4,0,2020
Bianca Belair,15,32,19,12,1,2020
Bobby Lashley,16,32,17,15,0,2020
Isaiah Scott,17,32,21,10,1,2020
Kevin Owens,18,32,21,10,1,2020
Mia Yim,19,32,17,14,1,2020
Tony Nese,20,32,10,22,0,2020
Kayden Carter,21,31,14,17,0,2020
Keith Lee,22,31,24,7,0,2020
Kofi Kingston,23,31,13,16,2,2020
Shane Thorne,24,31,5,26,0,2020
Charlotte Flair,25,30,19,11,0,2020
Daniel Bryan,26,30,13,16,1,2020
Ivar,27,30,18,12,0,2020
Angelo Dawkins,28,29,19,10,0,2020
Austin Theory,29,29,14,15,0,2020
Humberto Carrillo,30,29,10,19,0,2020
John Morrison,31,29,11,17,1,2020
Montez Ford,32,29,18,10,1,2020
Murphy,33,29,12,16,1,2020
Oney Lorcan,34,29,13,16,0,2020
Shinsuke Nakamura,35,29,6,21,2,2020
Cedric Alexander,36,28,13,15,0,2020
Dakota Kai,37,28,13,15,0,2020
Liv Morgan,38,28,16,12,0,2020
Sasha Banks,39,28,14,12,2,2020
Cesaro,40,27,8,18,1,2020
Damian Priest,41,27,12,15,0,2020
Erik,42,27,16,11,0,2020
Lacey Evans,43,27,7,18,2,2020
Braun Strowman,44,26,22,4,0,2020
Tegan Nox,45,26,14,12,0,2020
Bronson Reed,46,25,13,12,0,2020
Kushida,47,25,15,10,0,2020
Rhea Ripley,48,25,19,5,1,2020
Roderick Strong,49,25,5,19,1,2020
Shotzi Blackheart,50,25,12,13,0,2020
AJ Styles,51,24,8,16,0,2020
Shayna Baszler,52,24,14,8,2,2020
Shelton Benjamin,53,24,7,17,0,2020
Alexa Bliss,54,23,7,15,1,2020
Apollo Crews,55,23,12,10,1,2020
Natalya,56,23,7,16,0,2020
Sheamus,57,23,16,7,0,2020
Tyler Breeze,58,23,12,11,0,2020
Adam Cole,59,22,9,13,0,2020
Akira Tozawa,60,22,5,17,0,2020
Dolph Ziggler,61,22,5,16,1,2020
Nikki Cross,62,22,7,14,1,2020
Roman Reigns,63,22,20,1,1,2020
Candice LeRae,64,21,13,7,1,2020
Drew Gulak,65,21,3,18,0,2020
Pete Dunne,66,21,20,1,0,2020
Bobby Fish,67,20,3,17,0,2020
Dexter Lumis,68,20,11,9,0,2020
Joaquin Wilde,69,20,12,8,0,2020
Ruby Riott,70,20,5,15,0,2020
Tommaso Ciampa,71,20,16,4,0,2020
Akam,72,19,9,10,0,2020
Aliyah,73,19,4,15,0,2020
Finn Balor,74,19,12,7,0,2020
Kairi Sane,75,19,5,14,0,2020
Raul Mendoza,76,19,9,10,0,2020
Rezar,77,19,9,10,0,2020
The Fiend,78,19,18,1,0,2020
Johnny Gargano,79,18,13,5,0,2020
Luke Gallows,80,18,4,14,0,2020
R-Truth,81,18,7,11,0,2020
Becky Lynch,82,17,17,0,0,2020
Dominik Dijakovic,83,17,7,10,0,2020
Jake Atlas,84,17,6,11,0,2020
Kyle O'Reilly,85,17,4,13,0,2020
Naomi,86,17,5,11,1,2020
Santana Garrett,87,17,5,12,0,2020
Tehuti Miles,88,17,1,16,0,2020
Chase Parker,89,16,2,14,0,2020
Fabian Aichner,90,16,9,7,0,2020
Gran Metalik,91,16,5,11,0,2020
Indi Hartwell,92,16,3,13,0,2020
Jessi Kamea,93,16,0,15,1,2020
Jey Uso,94,16,10,5,1,2020
Otis,95,16,9,6,1,2020
Randy Orton,96,16,10,5,1,2020
Rey Mysterio,97,16,10,5,1,2020
Billie Kay,98,15,4,11,0,2020
Brendan Vink,99,15,2,13,0,2020
Chelsea Green,100,15,6,9,0,2020
